facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
122987-1,ML MEDICAL,Dar es Salaam,Kigamboni,Health Laboratory,-6.89438,39.35644,11761,Very High
100435-7,BUGAMBA,Kigoma,Kigoma,Dispensary,-4.598631,29.651119,1802,Very Low
107922-7,TUMAINI,Kigoma,Kigoma,Dispensary,-4.60197,29.64129,428,Very Low
104492-4,Matyazo,Kigoma,Kigoma,Health Center,-4.640242,29.752946,10630,Very High
108409-4,ZASHE,Kigoma,Kigoma,Dispensary,-4.506519,29.654637,2083,Very Low
106719-8,NYAMHOZA,Kigoma,Kigoma,Dispensary,-4.736434,29.744894,6328,High
121349-5,SENGA,Kigoma,Kigoma,Dispensary,-4.82939,29.65771,9474,Very High
103247-3,KIZIBA,Kigoma,Kigoma,Dispensary,-4.57167,29.64703,2055,Very Low
101163-4,FURAHA,Kigoma,Kigoma,Dispensary,-4.61397,29.74028,2655,Low
105467-5,MSIMBA,Kigoma,Kigoma,Dispensary,-4.846598,29.696515,11213,Very High
107476-4,SIMBO,Kigoma,Kigoma,Dispensary,-4.88333,29.7333,5553,Moderate
102698-8,KIGANZA ST. JOSEPH,Kigoma,Kigoma,Dispensary,-4.778758,29.672377,3138,Low
110146-8,KASAKA,Kigoma,Kigoma,Health Center,-4.86057,29.69613,4424,Moderate
110143-5,KIGANZA,Kigoma,Kigoma,Dispensary,-4.7804,29.67082,2745,Low
106955-8,PAMILA,Kigoma,Kigoma,Dispensary,-4.882194,29.921168,4804,Moderate
105034-3,MKABOGO,Kigoma,Kigoma,Dispensary,-4.671123,29.766724,6679,High
122658-8,GALILAYA HEATH,Kigoma,Kigoma,Health Laboratory,-4.69656,29.71274,1874,Very Low
105910-4,MWANDIGA,Kigoma,Kigoma,Dispensary,-4.8323,29.6581,6200,High
106742-0,NYAMOLI,Kigoma,Kigoma,Dispensary,-4.96195,29.77288,4621,Moderate
100745-9,CHANKELE,Kigoma,Kigoma,Dispensary,-4.703732,29.683526,3456,Low
100423-3,BUBANGO,Kigoma,Kigoma,Dispensary,-4.71996,29.66945,5599,Moderate
114452-6,KALINZI,Kigoma,Kigoma,Health Laboratory,-4.616783,29.725578,3519,Low
105535-9,MTANGA,Kigoma,Kigoma,Dispensary,-4.77327,29.605082,1012,Very Low
100377-1,BITALE,Kigoma,Kigoma,Health Center,-4.76667,29.6833,3021,Low
121771-0,KALINZI,Kigoma,Kigoma,Health Center,-4.60581,29.72921,3308,Low
113027-7,FILI'S,Kigoma,Kigoma,Health Laboratory,-4.61227,29.74241,3319,Low
104016-1,MAHEMBE,Kigoma,Kigoma,Dispensary,-4.8025,29.7418,6964,High
102654-1,KIDAHWE,Kigoma,Kigoma,Dispensary,-4.876731,29.825928,12757,Very High
121082-2,SHANGWE,Kigoma,Kigoma,Dispensary,-4.662441,29.77045,4064,Moderate
103243-2,KIZENGA,Kigoma,Kigoma,Dispensary,-4.75462,29.732291,7657,High
102248-2,KALINZI,Kigoma,Kigoma,Dispensary,-4.616765,29.725559,2312,Low
121810-6,KIGOMA,Kigoma,Kigoma,Hospital,-4.79703,29.73235,4897,Moderate
105106-9,MKONGORO,Kigoma,Kigoma,Dispensary,-4.6901,29.7141,7809,High
100542-0,821KJ,Kigoma,Kigoma,Dispensary,-5.034967,29.789642,1925,Very Low
121772-8,SIMBO,Kigoma,Kigoma,Health Center,-4.89442,29.74551,6557,High
102408-2,KASEKE,Kigoma,Kigoma,Dispensary,-5.01667,29.7833,1783,Very Low
104772-9,MGARAGANZA,Kigoma,Kigoma,Dispensary,-4.76404,29.64492,7478,High
102692-1,KIGALYE,Kigoma,Kigoma,Dispensary,-4.80473,29.60866,1319,Very Low
122413-8,KIMBWELA,Kigoma,Kigoma,Dispensary,-4.98898,29.76045,3634,Low
110148-4,KAGONGO,Kigoma,Kigoma,Dispensary,-4.79859,29.64718,4265,Moderate
121732-2,KAGUNGA PRIVATE,Kigoma,Kigoma,Dispensary,-4.45238,29.66049,1214,Very Low
110150-0,KALALANGABO,Kigoma,Kigoma,Dispensary,-4.84441,29.62343,4177,Moderate
106802-2,NYARUBANDA,Kigoma,Kigoma,Dispensary,-4.561014,29.751549,11792,Very High
106550-7,NKUNGWE,Kigoma,Kigoma,Dispensary,-4.822618,29.798296,7300,High
100744-2,CHANKABWIMBA,Kigoma,Kigoma,Dispensary,-4.789075,29.727375,3462,Low
104459-3,MATENDO,Kigoma,Kigoma,Dispensary,-4.855503,29.90054,7768,High
100359-9,BIGABIRO,Kigoma,Kigoma,Dispensary,-4.80716,29.65511,3521,Low
102175-7,KAGUNGA,Kigoma,Kigoma,Dispensary,-4.46976,29.65557,573,Very Low
103419-8,KWITANGA,Kigoma,Kigoma,Dispensary,-4.742385,29.813197,722,Very Low
121154-9,BISWAMO,Kigoma,Kigoma,Dispensary,-4.745345,29.69525,8632,High
105067-3,MKIGO,Kigoma,Kigoma,Dispensary,-4.503538,29.7553,8479,High
105882-5,MWAMGONGO,Kigoma,Kigoma,Health Center,-4.62409,29.6387,1770,Very Low
102274-8,KAMARA,Kigoma,Kigoma,Dispensary,-4.85109,29.7378,6915,High
101238-4,GOMBE,Kigoma,Kigoma,Dispensary,-4.64131,29.63013,245,Very Low
100605-5,BUSINDE,Kigoma,Kigoma,Dispensary,-4.881066,29.678249,4165,Moderate
122973-1,KIGOMA,Kigoma,Kigoma,Clinic,-4.87945,29.63191,2092,Very Low
113030-1,PARADISE,Kigoma,Kigoma,Health Laboratory,-4.88732,29.6577,5603,Moderate
100310-2,BANGWE,Kigoma,Kigoma,Dispensary,-4.90682,29.61364,5029,Moderate
108121-5,UPENDO,Kigoma,Kigoma,Health Center,-4.881117,29.63279,3472,Low
120884-2,BURONGE,Kigoma,Kigoma,Dispensary,-4.84366,29.64826,4526,Moderate
112933-7,MWANGAZA,Kigoma,Kigoma,Health Laboratory,-4.86943,29.66171,2366,Low
113028-5,IMANI,Kigoma,Kigoma,Health Laboratory,-4.88311,29.65265,4413,Moderate
121971-6,MWANGAZA,Kigoma,Kigoma,Health Laboratory,-4.90702,29.66662,5914,High
113022-8,UJIJI,Kigoma,Kigoma,Health Laboratory,-4.91161,29.67715,4415,Moderate
120491-6,BABYLON,Kigoma,Kigoma,Health Center,-4.86901,29.66408,2577,Low
113010-3,KIGOMA CENTRE,Kigoma,Kigoma,Health Laboratory,-4.88674,29.64179,1904,Very Low
113011-1,NYAMUHUMA,Kigoma,Kigoma,Health Laboratory,-4.88868,29.64821,6750,High
113014-5,MACREN,Kigoma,Kigoma,Health Laboratory,-4.8853,29.63592,1829,Very Low
121364-4,KAMALA-BANGWE,Kigoma,Kigoma,Dispensary,-4.90272,29.62391,6641,High
113025-1,MKOMBOZI,Kigoma,Kigoma,Health Laboratory,-4.88131,29.64529,4056,Moderate
121366-9,MACHINJIONI,Kigoma,Kigoma,Dispensary,-4.90108,29.68209,5547,Moderate
108710-5,KASULWA,Kigoma,Kigoma,Dispensary,-4.94929,29.64658,NA,NA
101270-7,GUNGU,Kigoma,Kigoma,Health Center,-4.859859,29.637096,3454,Low
120883-4,BUHANDA,Kigoma,Kigoma,Health Center,-4.84355,29.64828,2904,Low
112936-0,YUAJA,Kigoma,Kigoma,Health Laboratory,-4.85914,29.64697,875,Very Low
122621-6,KIGOMA/UJIJI,Kigoma,Kigoma,Hospital,-4.91519,29.68823,8778,High
100469-6,BUHANDA,Kigoma,Kigoma,Dispensary,-4.86629,29.66678,4088,Moderate
111787-8,RUSH,Kigoma,Kigoma,Dispensary,-4.87932,29.64169,6111,High
107329-5,SDA,Kigoma,Kigoma,Dispensary,-4.88549,29.64687,1570,Very Low
121975-7,BARAKA,Kigoma,Kigoma,Health Laboratory,-4.86321,29.63629,6536,High
114467-4,UJIJI CENTRE,Kigoma,Kigoma,Health Laboratory,-4.911812,29.677113,2277,Low
113031-9,KALIHAMWE,Kigoma,Kigoma,Health Laboratory,-4.88848,29.64081,5270,Moderate
110120-3,KIGOMA,Kigoma,Kigoma,Dispensary,-4.87834,29.62851,1050,Very Low
122310-6,TANGANYIKA,Kigoma,Kigoma,Dispensary,-4.86683,29.65673,4663,Moderate
121171-3,SENGA,Kigoma,Kigoma,Dispensary,-4.85576,29.62763,8693,High
122010-2,TANGANYIKA'S HEALTH,Kigoma,Kigoma,Health Laboratory,-4.8557667,29.667074,3282,Low
113947-6,SHEANNA,Kigoma,Kigoma,Dispensary,-4.87587,29.659202,5860,Moderate
112327-2,ABDUELRAZAQ MOHAMED SALEH,Kigoma,Kigoma,Dispensary,-4.85826,29.65142,5216,Moderate
111564-1,MAC-REN,Kigoma,Kigoma,Clinic,-4.88533,29.63591,3690,Low
107881-5,TRL,Kigoma,Kigoma,Dispensary,-4.896921,29.63241,6486,High
108713-9,MAWENI,Kigoma,Kigoma,Hospital,-4.90087,29.65479,14837,Very High
110967-7,24KJ,Kigoma,Kigoma,Dispensary,-4.841438,29.643383,3781,Low
107017-6,POLICE,Kigoma,Kigoma,Dispensary,-4.888031,29.62086,4480,Moderate
114441-9,ALFIRDAUS,Kigoma,Kigoma,Health Laboratory,-4.907127,29.66985,5152,Moderate
124331-0,GOODLOOKING,Kigoma,Kigoma,Health Laboratory,-4.90277,29.61818,3358,Low
105503-7,MSUFINI,Kigoma,Kigoma,Dispensary,-4.88638,29.6449,1444,Very Low
107173-7,RUSIMBI,Kigoma,Kigoma,Dispensary,-4.90087,29.67369,8516,High
100318-5,BAPTIST,Kigoma,Kigoma,Hospital,-4.885428,29.658572,4865,Moderate
110136-9,MAGEREZA,Kigoma,Kigoma,Dispensary,-4.889403,29.618904,1829,Very Low
105758-7,MUZIDALIF,Kigoma,Kigoma,Dispensary,-4.861165,29.646869,2982,Low
113021-0,TULASHASHE,Kigoma,Kigoma,Health Laboratory,-4.87908,29.63091,1679,Very Low
123611-6,NOEL,Kigoma,Kigoma,Clinic,-4.86774,29.64739,7696,High
113012-9,ZAMZAM,Kigoma,Kigoma,Health Laboratory,-4.91416,29.67856,3703,Low
123873-2,SMART CARE,Kigoma,Kigoma,Health Laboratory,-4.85754,29.64647,5059,Moderate
108730-3,NDABOINE,Kigoma,Kigoma,Dispensary,-4.89766,29.65661,8787,High
123527-4,KABINGA HEALTH,Kigoma,Kigoma,Health Laboratory,-4.90408,29.61701,1511,Very Low
108046-4,UJIJI,Kigoma,Kigoma,Health Center,-4.916447,29.681303,3221,Low
111830-6,MICO BANGWE ROAD,Kigoma,Kigoma,Dispensary,-4.87942,29.62834,2996,Low
103396-8,KWEDIBOMA,Tanga,Kilindi,Health Center,-5.437086,37.575508,2644,Low
103401-6,KWEISAPO,Tanga,Kilindi,Dispensary,-5.83022,37.69601,9590,Very High
115002-8,MISUFINI,Tanga,Kilindi,Dispensary,-5.66114,37.53677,9070,Very High
122695-0,KWAMFYOMI,Tanga,Kilindi,Dispensary,-5.42527,37.83916,6331,High
105156-4,MKUYU,Tanga,Kilindi,Dispensary,-5.41008,37.8552,8081,High
112297-7,KWAMALIGWA,Tanga,Kilindi,Dispensary,-5.37659,37.47614,5880,High
103701-9,LULAGO,Tanga,Kilindi,Dispensary,-5.60599,37.49611,2614,Low
122772-7,VUJU,Tanga,Kilindi,Health Center,-5.92522,37.29557,6444,High
105449-3,MSENTE,Tanga,Kilindi,Health Center,-5.42267,37.55321,4354,Moderate
114976-4,MNKONDE,Tanga,Kilindi,Dispensary,-5.44089,37.76689,4643,Moderate
103403-2,KWEKIVU,Tanga,Kilindi,Dispensary,-5.78931,37.32243,12074,Very High
110513-9,GOMBERO,Tanga,Kilindi,Dispensary,-5.43285,37.44143,6660,High
122644-8,NGUSSA,Tanga,Kilindi,Health Laboratory,-5.38788,37.43928,2279,Low
113992-2,KWEDIBOMA,Tanga,Kilindi,Health Center,-5.437184,37.575508,5134,Moderate
107952-4,TUNGULI,Tanga,Kilindi,Health Center,-5.94306,37.27343,6892,High
113748-8,MGERA MSEKWA KILINDI,Tanga,Kilindi,Dispensary,-5.386796,37.518562,6965,High
105776-9,MVUNGWE,Tanga,Kilindi,Dispensary,-5.6024,37.34411,4181,Moderate
110324-1,LUKOLE,Tanga,Kilindi,Dispensary,-5.75919,37.76232,15244,Very High
104379-3,MASAGALU,Tanga,Kilindi,Dispensary,-5.69089,37.3057,3617,Low
122115-9,INKU,Tanga,Kilindi,Health Laboratory,-5.43257,37.57362,9573,Very High
103750-6,LUSANE,Tanga,Kilindi,Dispensary,-5.921174,37.36281,3501,Low
124185-0,MHEZA,Tanga,Kilindi,Dispensary,-5.69748,37.29639,4362,Moderate
104775-2,MGERA,Tanga,Kilindi,Dispensary,-5.386067,37.514832,4502,Moderate
103366-1,KWALUGURU,Tanga,Kilindi,Dispensary,-5.87828,37.76262,9836,Very High
106950-9,PAGWI,Tanga,Kilindi,Dispensary,-5.81595,37.12733,13442,Very High
107729-6,TAMOTA,Tanga,Kilindi,Dispensary,-5.59491,37.5482,2757,Low
123609-0,KWAMWANDE,Tanga,Kilindi,Dispensary,-5.55597,37.33713,5202,Moderate
107542-3,SONGE,Tanga,Kilindi,Health Center,-5.57865,37.2888,13365,Very High
105509-4,MSWAKI,Tanga,Kilindi,Health Center,-5.46381,37.77707,6570,High
102904-0,KIMBE,Tanga,Kilindi,Dispensary,-5.79626,37.63631,19177,Very High
108290-8,VYADIGWA,Tanga,Kilindi,Dispensary,-5.79737,37.51786,9748,Very High
107308-9,SAUNYI,Tanga,Kilindi,Dispensary,-5.05287,37.62299,4736,Moderate
113989-8,KIMEMBE,Tanga,Kilindi,Dispensary,-5.52396,37.58268,14137,Very High
121288-5,ST. AUGUSTINE'S KILEGURU MISSION,Tanga,Kilindi,Dispensary,-5.45586,37.61039,13477,Very High
123461-6,KILINDI ASILIA,Tanga,Kilindi,Health Center,-5.62528,37.11176,962,Very Low
103369-5,KWAMBA,Tanga,Kilindi,Dispensary,-5.66951,37.26986,9526,Very High
100287-2,BALANG'A,Tanga,Kilindi,Dispensary,-5.31329,37.57582,14210,Very High
102852-1,KILINDI,Tanga,Kilindi,Dispensary,-5.63333,37.6,32380,Very High
107264-4,SAMBU,Tanga,Kilindi,Dispensary,-5.72815,37.2104,11877,Very High
103880-1,MAFISA,Tanga,Kilindi,Dispensary,-5.46333,37.3765,17696,Very High
122607-5,KILINDI,Tanga,Kilindi,Hospital,-5.56367,37.27195,9875,Very High
105071-5,MKINDI,Tanga,Kilindi,Dispensary,-5.36612,37.86737,11978,Very High
102887-7,KILWA,Tanga,Kilindi,Dispensary,-5.55144,37.51331,3420,Low
103417-2,KWINJI,Tanga,Kilindi,Dispensary,-5.48116,37.70145,19306,Very High
103883-5,MAFULILA,Tanga,Kilindi,Dispensary,-5.95102,37.23327,8368,High
102797-8,KIKUNDE,Tanga,Kilindi,Dispensary,-5.99137,37.18984,8235,High
103782-9,LWANDE,Tanga,Kilindi,Dispensary,-5.66856,37.4136,5817,Moderate
114992-1,MMBOGO,Tanga,Kilindi,Dispensary,-5.74466,37.44519,3750,Low
102853-9,KILINDI,Tanga,Kilindi,Hospital,-5.59035,37.29372,8630,High
122771-9,MABALANGA,Tanga,Kilindi,Dispensary,-5.42527,37.83916,6331,High
106302-3,NEGERO,Tanga,Kilindi,Dispensary,-5.78077,37.8059,24105,Very High
102605-3,KIBIRASHI,Tanga,Kilindi,Dispensary,-5.37947,37.4336,9061,Very High
111566-6,LENGUSERO,Tanga,Kilindi,Dispensary,-5.24495,37.87015,6072,High
100723-6,CHAMTUI,Tanga,Kilindi,Dispensary,-5.97246,37.14778,11766,Very High
114980-6,ELERAI,Tanga,Kilindi,Dispensary,-5.35124,37.42861,5098,Moderate
101223-6,GITU,Tanga,Kilindi,Dispensary,-5.27865,37.3858,5377,Moderate
121876-7,KWADUDU,Tanga,Kilindi,Dispensary,-5.49897,37.63453,14564,Very High
114061-5,KILOLO,Iringa,Kilolo,Hospital,-7.98994,35.82634,8159,High
103847-0,MADEGE,Iringa,Kilolo,Dispensary,-8.18581,35.98475,5404,Moderate
111749-8,LUSINGA,Iringa,Kilolo,Dispensary,-8.04334,35.86849,3104,Low
111149-1,LUPINGU,Iringa,Kilolo,Dispensary,-7.68027,36.03698,4696,Moderate
120792-7,NYALUMBU,Iringa,Kilolo,Health Center,-7.65371,36.02024,2793,Low
106386-6,NG'INGULA,Iringa,Kilolo,Dispensary,-8.28104,35.8854,1949,Very Low
111152-5,UTENGULE,Iringa,Kilolo,Dispensary,-7.97246,35.79228,5901,High
111743-1,NG'URUHE,Iringa,Kilolo,Health Center,-8.12355,35.78251,2386,Low
111542-7,ILULA WELLNESS,Iringa,Kilolo,Clinic,-7.67916,36.03926,1139,Very Low
101656-7,IKOKOTO,Iringa,Kilolo,Dispensary,-7.68048,36.12744,2265,Low
109579-3,SIRAJUDDIN,Iringa,Kilolo,Dispensary,-7.69184,36.02706,1480,Very Low
101863-9,IROLE,Iringa,Kilolo,Dispensary,-7.73041,35.85453,1109,Very Low
111148-3,LULANZI LUTHERAN,Iringa,Kilolo,Dispensary,-7.99047,35.87993,4454,Moderate
104414-8,MASISIWE,Iringa,Kilolo,Dispensary,-8.30175,35.90869,1322,Very Low
106344-5,NG'ANG'ANGE,Iringa,Kilolo,Dispensary,-8.1736,35.90482,3166,Low
102890-1,KIMALA,Iringa,Kilolo,Dispensary,-8.08356,36.12672,342,Very Low
112337-1,ALPHA,Iringa,Kilolo,Dispensary,-7.46623,36.50618,2430,Low
101853-0,IRINDI,Iringa,Kilolo,Dispensary,-7.56186,36.24714,3874,Moderate
120791-9,IROLE GOVT,Iringa,Kilolo,Dispensary,-7.71982,35.84676,3917,Moderate
105534-2,MTANDIKA,Iringa,Kilolo,Health Center,-7.54682,36.422110000000004,5943,High
105575-5,MTITU,Iringa,Kilolo,Dispensary,-8.03332,35.77295,7856,High
111151-7,TORINA,Iringa,Kilolo,Dispensary,-7.63941,36.07793,831,Very Low
100399-5,BOMALANG'OMBE,Iringa,Kilolo,Dispensary,-8.22937,35.88238,4660,Moderate
110979-2,MAKUNGU,Iringa,Kilolo,Dispensary,-7.88114,36.08771,1199,Very Low
121584-7,BM,Iringa,Kilolo,Health Laboratory,-7.67896,36.03944,5306,Moderate
101868-8,ISAGWA,Iringa,Kilolo,Dispensary,-7.83511,36.11444,2602,Low
111543-5,MAWAKI,Iringa,Kilolo,Dispensary,-7.98886,36.06955,1823,Very Low
112099-7,KIPADUKA,Iringa,Kilolo,Dispensary,-7.60174,36.03441,3582,Low
103685-4,LUKANI,Iringa,Kilolo,Dispensary,-8.07852,35.82793,5202,Moderate
105979-9,MWATASI,Iringa,Kilolo,Dispensary,-8.25968,35.81006,4177,Moderate
123584-5,IBOFWE,Iringa,Kilolo,Dispensary,-7.86217,35.88211,6840,High
103976-7,MAGOME,Iringa,Kilolo,Dispensary,-8.07582,35.96886,1119,Very Low
103119-4,KISING'A,Iringa,Kilolo,Dispensary,-7.91719,35.98347,4289,Moderate
103717-5,LUNDAMATWE,Iringa,Kilolo,Dispensary,-7.78515,35.81668,7545,High
103219-2,KIWALAMO,Iringa,Kilolo,Dispensary,-8.13698,36.02239,3059,Low
102000-7,ITONYA,Iringa,Kilolo,Dispensary,-8.08356,36.05833,2567,Low
101768-0,ILULA,Iringa,Kilolo,Hospital,-7.66368,36.05037,11016,Very High
108068-8,UKWEGA,Iringa,Kilolo,Dispensary,-7.93645,36.10157,1286,Very Low
104506-1,ST. THERESA,Iringa,Kilolo,Dispensary,-8.06559,35.69945,5061,Moderate
106415-3,NGONGWA,Iringa,Kilolo,Dispensary,-8.05861,35.79442,2569,Low
104536-8,MAZOMBE,Iringa,Kilolo,Dispensary,-7.69668,35.96549,5084,Moderate
111748-0,MKARANGA,Iringa,Kilolo,Dispensary,-7.89058,36.14269,2649,Low
109641-1,MBIGILI,Iringa,Kilolo,Dispensary,-7.72831,35.89714,5662,Moderate
123573-8,IKUKA,Iringa,Kilolo,Dispensary,-7.65656,36.09936,571,Very Low
108007-6,UDEKWA,Iringa,Kilolo,Dispensary,-7.75473,36.38931,3954,Moderate
101820-9,IPALAMWA,Iringa,Kilolo,Clinic,-7.94469,36.10113,1473,Very Low
120793-5,ILULA,Iringa,Kilolo,Health Center,-7.67049,36.07476,3181,Low
101471-1,IDEGENDA,Iringa,Kilolo,Dispensary,-8.2653,35.93201,1959,Very Low
102742-4,KIHESA MGAGAO,Iringa,Kilolo,Dispensary,-8.18131,35.78175,3164,Low
101258-2,GS,Iringa,Kilolo,Dispensary,-7.69285,36.02599,6600,High
101779-7,IMAGE NO. 8,Iringa,Kilolo,Dispensary,-7.59957,36.10282,5568,Moderate
112336-3,HOPE,Iringa,Kilolo,Dispensary,-7.46861,36.50391,6602,High
101618-7,IHIMBO,Iringa,Kilolo,Dispensary,-7.91394,35.81413,10834,Very High
102867-9,KILOLO,Iringa,Kilolo,Dispensary,-8.00197,35.84581,2443,Low
111744-9,LUGALO,Iringa,Kilolo,Dispensary,-7.74838,35.86374,2845,Low
101509-8,IFUWA,Iringa,Kilolo,Dispensary,-7.79231,36.25434,3853,Low
111645-8,NDENGISIVILI,Iringa,Kilolo,Dispensary,-8.06856,36.0034,719,Very Low
102649-1,KIDABAGA,Iringa,Kilolo,Health Center,-8.10364,35.89879,2913,Low
101985-0,ITIMBO,Iringa,Kilolo,Dispensary,-8.0021,35.84579,1034,Very Low
107024-2,POMERIN,Iringa,Kilolo,Dispensary,-8.0978,35.76834,6002,High
101713-6,ILAMBO,Iringa,Kilolo,Dispensary,-7.38233,36.1642,3180,Low
101677-3,IKULA,Iringa,Kilolo,Dispensary,-7.62929,36.49791,1912,Very Low
101769-8,ILULA MWAYA,Iringa,Kilolo,Dispensary,-7.68777,36.03482,4022,Moderate
105228-1,MBAWI,Iringa,Kilolo,Dispensary,-8.33358,35.90821,2069,Very Low
108061-3,UKUMBI,Iringa,Kilolo,Dispensary,-8.10321,35.72459,8444,High
120467-6,MGOWELO,Iringa,Kilolo,Dispensary,-7.34417,36.31396,559,Very Low
102016-3,ITUNGI,Iringa,Kilolo,Dispensary,-7.71338,36.08047,4026,Moderate
120434-6,RUAHA MBUYUNI,Iringa,Kilolo,Health Center,-7.48649,36.47237,2663,Low
111745-6,MLAFU,Iringa,Kilolo,Dispensary,-7.77227,36.13816,3375,Low
104017-9,MAHENGE,Iringa,Kilolo,Dispensary,-7.63401,36.26694,3188,Low
101457-0,IBUMU,Iringa,Kilolo,Dispensary,-7.472041,36.126711,4376,Moderate
103798-5,LYASA IMAGE,Iringa,Kilolo,Dispensary,-7.53558,36.11045,9356,Very High
109678-3,KILOLO RC,Iringa,Kilolo,Dispensary,-8.0153199999999991,35.84982,995,Very Low
108035-7,UHAMBINGETO,Iringa,Kilolo,Dispensary,-7.55324,35.94819,6617,High
101895-1,ISELE,Iringa,Kilolo,Dispensary,-7.96146,35.93985,2251,Low
104393-4,MASEGE,Iringa,Kilolo,Dispensary,-8.20633,35.76086,2925,Low
106799-0,NYANZWA,Iringa,Kilolo,Dispensary,-7.35318,36.28377,2642,Low
105599-5,Mtumbatu,Morogoro,Kilosa,Dispensary,-6.14186,36.98447,13698,Very High
108107-4,Unone,Morogoro,Kilosa,Dispensary,-6.5959,37.0767,3258,Low
110837-2,KISONGWE,Morogoro,Kilosa,Dispensary,-6.63041,36.99237,4408,Moderate
100746-7,Chanzuru,Morogoro,Kilosa,Dispensary,-6.79731,37.08,5295,Moderate
112639-0,KOMBA,Morogoro,Kilosa,Health Laboratory,-7.65967,36.98388,1856,Very Low
112283-7,Dumila,Morogoro,Kilosa,Health Center,-6.39039,37.3201,6330,High
123494-7,MZUMA,Morogoro,Kilosa,Dispensary,-7.67276,36.33864,147,Very Low
112281-1,Makwambe,Morogoro,Kilosa,Dispensary,-6.47128,37.12162,9091,Very High
102892-7,Kimamba,Morogoro,Kilosa,Health Center,-6.78363,37.13591,8229,High
110833-1,ARAFA,Morogoro,Kilosa,Dispensary,-7.65657,36.98372,1188,Very Low
124234-6,MALANGALI,Morogoro,Kilosa,Dispensary,-6.83916,37.11611,4655,Moderate
111047-7,CHINA STATE FARMS,Morogoro,Kilosa,Dispensary,-6.69843,37.13508,3302,Low
112678-8,HAMASA,Morogoro,Kilosa,Health Laboratory,-6.76329,37.04657,5223,Moderate
123747-8,AFYA PLAZA,Morogoro,Kilosa,Dispensary,-6.82792,36.98862,9002,High
108251-0,VIDUNDA MISSION,Morogoro,Kilosa,Dispensary,-7.59717,36.96466,2240,Low
122975-6,MCHUMA,Morogoro,Kilosa,Health Laboratory,-6.38078,37.34852,1531,Very Low
108159-5,WAZIRI,Morogoro,Kilosa,Dispensary,-6.79576,36.9826,1706,Very Low
103956-9,Kilosa Prison,Morogoro,Kilosa,Dispensary,-6.82951,36.9849,1698,Very Low
111576-5,Kondoa,Morogoro,Kilosa,Dispensary,-6.8076,37.0292,8849,High
100945-5,Dakawa,Morogoro,Kilosa,Dispensary,-6.421117,37.411098,5016,Moderate
102877-8,KILOSA,Morogoro,Kilosa,Hospital,-6.82133,36.9924,4263,Moderate
101039-6,Dumila,Morogoro,Kilosa,Dispensary,-6.38652,37.34152,1082,Very Low
108426-8,Zombo,Morogoro,Kilosa,Dispensary,-6.96667,36.92167,5213,Moderate
107126-5,Rudewa,Morogoro,Kilosa,Dispensary,-6.68333,37.1333,10591,Very High
104188-8,HOLY CROSS,Morogoro,Kilosa,Dispensary,-7.31773,36.55305,3059,Low
110835-6,ST. JOSEPH,Morogoro,Kilosa,Health Center,-6.38451,37.32531,12572,Very High
111572-4,MKOMBOZI,Morogoro,Kilosa,Clinic,-6.8212,36.99928,17771,Very High
111575-7,CHABIMA,Morogoro,Kilosa,Dispensary,-6.84636,36.83173,1286,Very Low
111049-3,Ihombwe,Morogoro,Kilosa,Dispensary,-7.28537,36.92231,7241,High
111290-3,Mabwerebwere,Morogoro,Kilosa,Dispensary,-6.82513,37.06984,6031,High
104916-2,Msimba Mikumi,Morogoro,Kilosa,Dispensary,-7.43896,36.9231,4856,Moderate
113138-2,MWANYESYA,Morogoro,Kilosa,Dispensary,-6.38775,37.33962,7748,High
114326-2,ASC,Morogoro,Kilosa,Health Laboratory,-6.69461,37.12259,10202,Very High
108072-0,Uleling'ombe,Morogoro,Kilosa,Dispensary,-7.11428,36.5867,4382,Moderate
121837-9,MASANZE,Morogoro,Kilosa,Health Center,-6.92992,36.97613,3001,Low
103974-2,Magole,Morogoro,Kilosa,Dispensary,-6.37494,37.3725,13572,Very High
122591-1,GENESIS EYE CARE,Morogoro,Kilosa,Clinic,-7.65911,36.98516,1591,Very Low
115188-5,MADUDUMIZI,Morogoro,Kilosa,Dispensary,-6.97778,36.89942,9432,Very High
107965-6,Twatwatwa,Morogoro,Kilosa,Dispensary,-6.75631,37.31127,6062,High
124082-9,GODLOVE,Morogoro,Kilosa,Health Laboratory,-6.42313,37.39082,2587,Low
114135-7,MKUNG'HULU,Morogoro,Kilosa,Dispensary,-6.77144,36.65034,5936,High
112665-5,GECA,Morogoro,Kilosa,Health Laboratory,-6.83068,36.98226,4310,Moderate
103714-2,Lumuma,Morogoro,Kilosa,Dispensary,-6.81542,36.64858,9584,Very High
124329-4,KIYUNGU MEDICAL ORATOR,Morogoro,Kilosa,Health Laboratory,-6.74916,36.81394,1686,Very Low
105693-6,Munisagara,Morogoro,Kilosa,Dispensary,-6.74823,36.90286,2524,Low
113814-8,NZUMO,Morogoro,Kilosa,Dispensary,-6.388531,37.34204,7277,High
113815-5,Maguha,Morogoro,Kilosa,Dispensary,-6.2828,37.1995,8752,High
104208-4,Mamboya,Morogoro,Kilosa,Dispensary,-6.26667,37.1,7046,High
102664-0,Kidogobasi,Morogoro,Kilosa,Dispensary,-7.63726,37.02481,5914,High
