facility_code,facility_name,admin1,admin2,facility_type,latitude,longitude,catchment_population,catchment_category
122744-6,SHINE,Pwani,Kibaha,Health Laboratory,-6.71641,38.74214,1931,Very Low
114417-9,Ester,Pwani,Kibaha,Health Laboratory,-6.8246217,38.86558,2102,Very Low
124164-5,BLIDA,Pwani,Kibaha,Dispensary,-6.71935,38.74354,1213,Very Low
105899-9,MWANABWITO,Pwani,Kibaha,Dispensary,-6.78573,38.6861,2285,Low
113834-6,ICS Mikocheni Charitable,Pwani,Kibaha,Dispensary,-6.73047,38.73205,7278,High
105189-5,MLANDIZI,Pwani,Kibaha,Health Center,-6.71394,38.7429,4050,Moderate
123211-5,LIULI,Pwani,Kibaha,Dispensary,-6.80284,38.57715,1889,Very Low
110032-0,KITOMONDO,Pwani,Kibaha,Dispensary,-6.87236,38.6078,1591,Very Low
122239-7,TAWAKALI,Pwani,Kibaha,Health Laboratory,-6.802143,38.57682,1455,Very Low
108260-1,VIKUGE,Pwani,Kibaha,Dispensary,-6.78061,38.8622,2378,Low
122363-5,KISABI,Pwani,Kibaha,Dispensary,-6.73975,38.70076,2957,Low
120689-5,MISUFINI,Pwani,Kibaha,Dispensary,-6.86228,38.81515,476,Very Low
123572-0,MAGINDUVILLAGE,Pwani,Kibaha,Health Laboratory,-6.81585,38.32033,1808,Very Low
102891-9,KIMALAMISALE,Pwani,Kibaha,Dispensary,-7.019213,38.496872,1944,Very Low
111315-8,UPENDO,Pwani,Kibaha,Dispensary,-6.72958,38.73971,8733,High
124388-0,ZAKARIA,Pwani,Kibaha,Dispensary,-6.72375,38.94822,1205,Very Low
123044-0,NEXTGEN,Pwani,Kibaha,Clinic,-6.76006,38.98997,10873,Very High
107010-1,POLICE,Pwani,Kibaha,Dispensary,-6.79231,38.99568,4037,Moderate
113584-7,MPANGILE,Pwani,Kibaha,Dispensary,-6.76395,38.95439,6613,High
121392-5,HOSEA,Pwani,Kibaha,Dispensary,-6.754585,38.963722,6921,High
113583-9,DA. MA. AFRICA MDM,Pwani,Kibaha,Dispensary,-6.66374,39.03651,575,Very Low
103948-6,MKUZA MAGEREZA,Pwani,Kibaha,Dispensary,-6.76797,38.9504,5546,Moderate
114835-2,TUNAJALI,Pwani,Kibaha,Dispensary,-6.75495,38.93271,2388,Low
122357-7,SEL,Pwani,Kibaha,Clinic,-6.78344,38.98929,1032,Very Low
114595-2,SIMAMA,Pwani,Kibaha,Clinic,-6.75828,38.93154,1743,Very Low
113292-7,KILIMANI,Pwani,Kibaha,Health Laboratory,-6.73819,38.87008,2908,Low
114297-5,OROTHA,Pwani,Kibaha,Health Laboratory,-6.761104,38.928356,4825,Moderate
121853-6,SABNIA,Pwani,Kibaha,Dispensary,-6.716151,39.035988,5880,High
106865-9,NYUMBU,Pwani,Kibaha,Health Center,-6.729972,38.947955,1011,Very Low
124086-0,STAZIA,Pwani,Kibaha,Health Laboratory,-6.72375,38.94822,1205,Very Low
122720-6,UPENDO AFYA,Pwani,Kibaha,Dispensary,-6.76025,38.93592,1627,Very Low
104713-3,MEDEWELL CHARITABLE,Pwani,Kibaha,Hospital,-6.79402,39.00239,5573,Moderate
113277-8,MAILI MOJA,Pwani,Kibaha,Health Laboratory,-6.783534,38.993782,822,Very Low
122977-2,SOFU,Pwani,Kibaha,Health Laboratory,-6.72127,38.94913,768,Very Low
108453-2,MISUGUSUGU,Pwani,Kibaha,Dispensary,-6.72912,38.8389,7310,High
110017-1,MTAKUJA,Pwani,Kibaha,Dispensary,-6.72971,38.98996,3848,Low
105080-6,MKOANI,Pwani,Kibaha,Health Center,-6.78816,38.98892,1996,Very Low
121137-4,NEEMA HEALTH LABORATORY CENTER,Pwani,Kibaha,Health Laboratory,-6.77114,38.811958,4499,Moderate
113279-4,NGOSHA,Pwani,Kibaha,Health Laboratory,-6.76059,38.93577,2119,Very Low
121911-2,MWANALUGALI,Pwani,Kibaha,Dispensary,-6.70088,39.04442,6398,High
113581-3,BETHEL,Pwani,Kibaha,Dispensary,-6.754419,38.913505,6207,High
122008-6,LEGA MEDICAL,Pwani,Kibaha,Health Laboratory,-6.70177,39.036896,3119,Low
113299-2,HELEEY,Pwani,Kibaha,Health Laboratory,-6.78492,38.99859,5711,Moderate
114836-0,KIBAHA SPECIALIZED POLYCLINIC,Pwani,Kibaha,Clinic,-6.74775,38.90356,8397,High
121374-3,Amani,Pwani,Kibaha,Dispensary,-6.77012,39.01594,5903,High
114327-0,NEKANA,Pwani,Kibaha,Health Laboratory,-6.723758,38.785305,13046,Very High
113287-7,HOSEA,Pwani,Kibaha,Health Laboratory,-6.76371,38.95295,3930,Moderate
108271-8,VISIGA SEMINARY,Pwani,Kibaha,Dispensary,-6.73027,38.8046,9767,Very High
122577-0,BAKE RAKIDO,Pwani,Kibaha,Dispensary,-6.74799,38.96796,776,Very Low
120690-3,MIWALENI,Pwani,Kibaha,Dispensary,-6.730995,38.772099,3396,Low
114753-7,ANIVONA,Pwani,Kibaha,Clinic,-6.72633,38.87484,3748,Low
114255-3,DM,Pwani,Kibaha,Health Laboratory,-6.731691,38.87183,4014,Moderate
104680-4,MBWAWA,Pwani,Kibaha,Dispensary,-6.64531,38.7801,4504,Moderate
122162-1,KITUMA,Pwani,Kibaha,Health Laboratory,-6.758156,38.941662,5257,Moderate
121910-4,KONGOWE,Pwani,Kibaha,Health Center,-6.75632,38.87941,4884,Moderate
110027-0,NHUMBA LIFE CARE,Pwani,Kibaha,Dispensary,-6.782,38.99583,5393,Moderate
113982-3,KIBAHA MJI,Pwani,Kibaha,Hospital,-6.74722,38.96934,1028,Very Low
102617-8,KIBONDENI,Pwani,Kibaha,Dispensary,-6.75642,38.92532,8454,High
108273-4,VIZIWAZIWA,Pwani,Kibaha,Dispensary,-6.79182,38.9069,5820,Moderate
114291-8,FLOWER,Pwani,Kibaha,Health Laboratory,-6.772592,38.990776,10094,Very High
110110-4,MAILIMOJA,Pwani,Kibaha,Dispensary,-6.78356,38.99374,724,Very Low
110029-6,FILBERT BAYI,Pwani,Kibaha,Health Center,-6.74731,38.94822,3780,Low
112323-1,WHITE HOPE,Pwani,Kibaha,Health Center,-6.74841,38.89268,11863,Very High
121909-6,SOFU,Pwani,Kibaha,Dispensary,-6.78747,38.94299,2734,Low
120692-9,BOKOTIMIZA,Pwani,Kibaha,Dispensary,-6.81645,38.951363,7576,High
114754-5,MASHANGILIO,Pwani,Kibaha,Health Center,-6.75288,38.93427,1088,Very Low
122748-7,LIPESHAMA,Pwani,Kibaha,Health Laboratory,-6.76044,38.93405,1535,Very Low
108270-0,VISIGA,Pwani,Kibaha,Dispensary,-6.73373,38.7956,6362,High
113582-1,MWEMBETAYARI,Pwani,Kibaha,Dispensary,-6.75192,38.93475,4002,Moderate
113276-0,CRC,Pwani,Kibaha,Health Laboratory,-6.77823,38.98844,1739,Very Low
124454-0,KIANG'S,Pwani,Kibaha,Health Laboratory,-6.74105,38.95523,1035,Very Low
100267-4,ARAFA MWENDAPOLE,Pwani,Kibaha,Dispensary,-6.75084,38.90674,2001,Very Low
113720-7,MAJA,Pwani,Kibaha,Dispensary,-6.74214,38.86737,7476,High
103309-1,Kongowe Forest,Pwani,Kibaha,Dispensary,-6.71524,38.87257,1545,Very Low
120750-5,DESIRE CHARITABLE HOSPITAL AND REHABILITATION CENTRE,Pwani,Kibaha,Hospital,-6.729889,38.842632,9502,Very High
121593-8,SAENI,Pwani,Kibaha,Dispensary,-6.77441,38.81882,3232,Low
106235-5,NDALENYI,Pwani,Kibaha,Clinic,-6.77962,38.98649,1254,Very Low
106001-1,MWENDAPOLE,Pwani,Kibaha,Dispensary,-6.75145,38.9114,6724,High
110024-7,CRC,Pwani,Kibaha,Dispensary,-6.77821,38.98839,471,Very Low
114837-8,AGA KHAN KIBAHA,Pwani,Kibaha,Clinic,-6.75287,38.93428,534,Very Low
110220-1,GALAGAZA,Pwani,Kibaha,Dispensary,-6.705024,38.916484,5918,High
114726-3,EL OLAM,Pwani,Kibaha,Clinic,-6.72063,38.87121,3536,Low
108444-1,KONGOWE,Pwani,Kibaha,Dispensary,-6.7362,38.8735,6664,High
107942-5,TUMBI,Pwani,Kibaha,Hospital,-6.784671,38.970903,4189,Moderate
113585-4,RUVUMA,Pwani,Kibaha,Health Center,-6.75328,38.90342,4281,Moderate
113285-1,Emmanuel,Pwani,Kibaha,Health Laboratory,-6.74154,38.93624,9396,Very High
114717-2,MSANGANI MTAA,Pwani,Kibaha,Dispensary,-6.696432,38.943459,7412,High
114718-0,MKUZA,Pwani,Kibaha,Dispensary,-6.7716,38.92836,7082,High
108457-3,ROYAL,Pwani,Kibaha,Health Center,-6.79156,38.98609,12486,Very High
108441-7,KELLEN,Pwani,Kibaha,Dispensary,-6.78148,38.98859,1199,Very Low
113304-0,AMANI,Pwani,Kibaha,Health Laboratory,-6.74867,38.90404,986,Very Low
122007-8,MACHA HEALTH LABORATORY,Pwani,Kibaha,Health Laboratory,-6.7396,38.867443,5038,Moderate
108459-9,VIKAWE,Pwani,Kibaha,Dispensary,-6.66309,39.0486,4189,Moderate
104993-1,MISWE,Pwani,Kibaha,Dispensary,-6.60985,38.7986,3574,Low
102071-8,JAJA,Pwani,Rufiji,Dispensary,-8.19462,39.3573,969,Very Low
105602-7,MTUNDA,Pwani,Rufiji,Dispensary,-7.89146,39.1859,3619,Low
102607-9,KIBITI,Pwani,Rufiji,Health Center,-7.72743,38.93405,10932,Very High
121505-2,830KJKIBITI,Pwani,Rufiji,Dispensary,-7.84931,38.97116,370,Very Low
106780-0,NYANJATI,Pwani,Rufiji,Dispensary,-7.68569,39.2079,1941,Very Low
103834-8,MACHIPI,Pwani,Rufiji,Dispensary,-7.73255,39.12942,1409,Very Low
102906-5,KIMBUGA,Pwani,Rufiji,Dispensary,-7.74139,38.8847,5994,High
113891-6,MJAWA KIJIJINI,Pwani,Rufiji,Dispensary,-7.56034,39.13586,1198,Very Low
106734-7,NYAMISATI,Pwani,Rufiji,Dispensary,-7.7849,39.2745,3930,Moderate
122500-2,MAKIMA,Pwani,Rufiji,Dispensary,-7.59761,38.73869,1681,Very Low
113867-6,MANGWI,Pwani,Rufiji,Dispensary,-7.80697,39.06185,1004,Very Low
100301-1,BAMITA,Pwani,Rufiji,Dispensary,-7.631368,39.059732,8137,High
106708-1,NYAMBILI,Pwani,Rufiji,Dispensary,-7.6167,39.0092,3071,Low
122508-5,NYAMBANGALA,Pwani,Rufiji,Dispensary,-7.43223,38.53211,216,Very Low
105064-0,MKENDA,Pwani,Rufiji,Dispensary,-7.566698,39.200327,998,Very Low
104698-6,MCHUNGU,Pwani,Rufiji,Dispensary,-7.71505,39.2856,1010,Very Low
104696-0,MCHUKWI,Pwani,Rufiji,Dispensary,-7.76174,38.9991,4127,Moderate
112514-5,NYAMATANGA,Pwani,Rufiji,Health Center,-7.77381,39.1389,2511,Low
104685-3,MBWERA,Pwani,Rufiji,Health Center,-8.11009,39.3757,2603,Low
104640-8,MBUCHI,Pwani,Rufiji,Dispensary,-8.10466,39.3108,2952,Low
103212-7,KIVINJA A,Pwani,Rufiji,Health Center,-7.60099,39.25019,1287,Very Low
105541-7,MTAWANYA,Pwani,Rufiji,Dispensary,-7.69399,38.9891,3836,Low
107023-4,POMBWE,Pwani,Rufiji,Dispensary,-8.236812,39.336307,473,Very Low
123959-9,MJAWA,Pwani,Rufiji,Dispensary,-7.56612,39.14106,3046,Low
100091-8,IMAM MAHDI,Pwani,Rufiji,Dispensary,-7.72273,38.93851,17648,Very High
101315-0,HANGA,Pwani,Rufiji,Dispensary,-7.66011,39.1503,4876,Moderate
112502-0,BUMBA,Pwani,Rufiji,Dispensary,-7.625729,38.909743,2394,Low
104323-1,KIBITI RC,Pwani,Rufiji,Dispensary,-7.42371,38.563720000000004,46,Very Low
104697-8,MCHUKWI,Pwani,Rufiji,Hospital,-7.77068,39.02458,5479,Moderate
121509-4,MBWERA MAGHARIBI,Pwani,Rufiji,Dispensary,-8.10331,39.35643,1684,Very Low
112504-6,PAGAE,Pwani,Rufiji,Dispensary,-7.6704,39.0297,4338,Moderate
102674-9,KIECHURU,Pwani,Rufiji,Dispensary,-8.058701,39.397001,248,Very Low
107244-6,SALALE,Pwani,Rufiji,Dispensary,-7.834958,39.329716,68,Very Low
113727-2,MNG'ARU,Pwani,Rufiji,Dispensary,-7.790573,38.89124,966,Very Low
107964-9,TWASALIE,Pwani,Rufiji,Dispensary,-7.96994,39.3524,385,Very Low
102982-6,KIOMBONI,Pwani,Rufiji,Dispensary,-7.793788,39.391566,529,Very Low
105248-9,MNG'ARU PRISON,Pwani,Rufiji,Dispensary,-7.78589,38.88559,563,Very Low
113869-2,KINYANYA,Pwani,Rufiji,Dispensary,-7.70058,38.96341,7657,High
113890-8,KIBITI,Pwani,Rufiji,Hospital,-7.68027,39.01276,4090,Moderate
107119-0,RUARUKE,Pwani,Rufiji,Dispensary,-7.76754,39.1712,7067,High
111356-2,UPONDA,Pwani,Rufiji,Dispensary,-7.57827,39.11398,6982,High
104754-7,MFISINI,Pwani,Rufiji,Dispensary,-7.85461,39.35167,331,Very Low
105746-2,Muyuyu,Pwani,Rufiji,Dispensary,-7.92641,39.07599,5867,High
105415-4,MSALA,Pwani,Rufiji,Dispensary,-7.971501,39.396296,849,Very Low
104013-8,MAHEGE,Pwani,Rufiji,Dispensary,-7.66294,39.1887,1640,Very Low
120598-8,MAMDOGO,Pwani,Rufiji,Dispensary,-7.5495,39.127823,6505,High
103213-5,KIVINJA B,Pwani,Rufiji,Dispensary,-7.588329,39.201214,1818,Very Low
121508-6,RUMA,Pwani,Rufiji,Dispensary,-8.19103,39.31205,232,Very Low
100571-9,BUNGU,Pwani,Rufiji,Dispensary,-7.64265,39.05887,8346,High
105471-7,MSINDAJI,Pwani,Rufiji,Dispensary,-7.64053,39.26354,1049,Very Low
102986-7,KIONGORONI,Pwani,Rufiji,Dispensary,-8.159451,39.333564,345,Very Low
121501-1,KITEMBO,Pwani,Rufiji,Dispensary,-7.78812,38.94958,3656,Low
121503-7,MSORO,Pwani,Rufiji,Dispensary,-7.58511,38.94048,2881,Low
100149-4,ARAFA JARIBU,Pwani,Rufiji,Dispensary,-7.546859,39.131019,1915,Very Low
106714-9,NYAMBUNDA,Pwani,Rufiji,Dispensary,-7.60548,38.9888,2773,Low
102076-7,JARIBU MPAKANI,Pwani,Rufiji,Dispensary,-7.54576,39.1317,6928,High
102880-2,KILULATAMBWE,Pwani,Rufiji,Dispensary,-7.74246,39.10074,1368,Very Low
111481-8,KIGUNGULI,Pwani,Rufiji,Dispensary,-7.539923,39.187069,2217,Low
113535-9,MTANGA DELTA,Pwani,Rufiji,Dispensary,-8.15357,39.28417,2384,Low
105196-0,MLANZI,Pwani,Rufiji,Dispensary,-7.69402,39.1086,6681,High
123161-2,KWACHA,Pwani,Rufiji,Dispensary,-7.43231,38.56151,365,Very Low
111316-6,MIWAGA,Pwani,Rufiji,Dispensary,-7.7447,38.86109,2928,Low
112503-8,NYAMWIMBE,Pwani,Rufiji,Dispensary,-7.723559,39.06628,2575,Low
104692-9,MCHINGA,Pwani,Rufiji,Dispensary,-7.81766,39.36251,324,Very Low
102769-7,KIKALE,Pwani,Rufiji,Dispensary,-7.83896,39.1984,1624,Very Low
121502-9,MJAWA,Pwani,Rufiji,Health Center,-7.54371,39.14263,3299,Low
107862-5,TOMONI,Pwani,Rufiji,Dispensary,-7.62926,39.167989,4032,Moderate
107161-2,RUNGUNGU,Pwani,Rufiji,Dispensary,-7.77585,39.0713,3297,Low
106676-0,NYAKINYO,Pwani,Rufiji,Dispensary,-7.69692,39.1732,514,Very Low
105142-4,MKUPUKA,Pwani,Rufiji,Dispensary,-7.8402,38.9518,3208,Low
122009-4,DR. CHARLES,Pwani,Rufiji,Health Laboratory,-7.624975,39.064732,12094,Very High
104295-1,MAPARONI,Pwani,Rufiji,Dispensary,-8.04749,39.353945,1064,Very Low
102566-7,KIASI,Pwani,Rufiji,Dispensary,-8.00296,39.4238,854,Very Low
106431-0,NGULAKULA,Pwani,Rufiji,Dispensary,-7.762248,38.837056,1282,Very Low
104951-9,MINYINYA,Kigoma,Kibondo,Dispensary,-3.54475,30.66137,10788,Very High
122864-2,NYALULANGA,Kigoma,Kibondo,Dispensary,-3.99238,30.54766,9101,Very High
103145-9,KITAHANA,Kigoma,Kibondo,Dispensary,-3.63745,30.68035,12658,Very High
107136-4,RUGUNGA,Kigoma,Kibondo,Dispensary,-3.63048,30.63947,9647,Very High
122865-9,MABAMBA,Kigoma,Kibondo,Dispensary,-3.59775,30.49905,5486,Moderate
121744-7,BUNYAMBO,Kigoma,Kibondo,Health Center,-3.57409,30.63327,2866,Low
102709-3,KIGINA,Kigoma,Kibondo,Dispensary,-3.896091,30.48274,14812,Very High
100382-1,BITURANA,Kigoma,Kibondo,Dispensary,-3.62574,30.72354,6446,High
107174-5,RUSOHOKO,Kigoma,Kibondo,Dispensary,-3.65821,30.68007,5872,High
105663-9,MUKARAZI,Kigoma,Kibondo,Dispensary,-3.552326,30.49306,5597,Moderate
124356-7,MALOLEGWA,Kigoma,Kibondo,Dispensary,-3.72814,30.69401,2471,Low
106060-7,NABUHIMA,Kigoma,Kibondo,Dispensary,-3.57055,30.71031,17747,Very High
109191-7,KIBONDO DC,Kigoma,Kibondo,Dispensary,-3.58426,30.7158,6114,High
102702-8,KIGENDEKA,Kigoma,Kibondo,Dispensary,-3.77437,30.68932,8772,High
106812-1,Nyaruyoba,Kigoma,Kibondo,Health Center,-3.74167,30.59157,7369,High
101947-0,ITABA,Kigoma,Kibondo,Dispensary,-3.60476,30.60009,6699,High
112350-4,DONA,Kigoma,Kibondo,Health Center,-3.58585,30.71826,7153,High
106737-0,NYAMISIVYI,Kigoma,Kibondo,Dispensary,-3.603,30.76766,1600,Very Low
102618-6,KIBONDO,Kigoma,Kibondo,Hospital,-3.5941,30.71238,9085,Very High
102632-7,KIBUYE,Kigoma,Kibondo,Dispensary,-3.8112,30.4182,9026,High
103128-5,KISOGWE,Kigoma,Kibondo,Dispensary,-3.89577,30.61107,11873,Very High
100578-4,BUNYAMBO,Kigoma,Kibondo,Dispensary,-3.57199,30.63549,2381,Low
106634-9,NYABITAKA,Kigoma,Kibondo,Dispensary,-3.62153,30.49773,8165,High
107271-9,SAMVURA,Kigoma,Kibondo,Dispensary,-3.56634,30.61107,6318,High
105662-1,MUKABUYE,Kigoma,Kibondo,Dispensary,-3.68664,30.58994,7592,High
111785-2,NDUTA,Kigoma,Kibondo,Health Center,-3.694671,30.773734,35917,Very High
106662-0,NYAKASANDA,Kigoma,Kibondo,Dispensary,-3.6096,30.469360000000002,6274,High
102711-9,KIGOGO,Kigoma,Kibondo,Dispensary,-3.634,30.55834,6068,High
121970-8,MALAGARASI,Kigoma,Kibondo,Health Center,-3.57703,30.73655,8032,High
113023-6,SONGORO,Kigoma,Kibondo,Health Laboratory,-3.58469,30.72481,18011,Very High
106808-9,NYARUGUSU,Kigoma,Kibondo,Dispensary,-3.66214,30.48874,7799,High
102392-8,KASAKA,Kigoma,Kibondo,Dispensary,-3.74841,30.59518,5438,Moderate
107963-1,TWABAGONDOZI,Kigoma,Kibondo,Dispensary,-3.5625,30.7341,9752,Very High
103815-7,MABAMBA,Kigoma,Kibondo,Health Center,-3.59765,30.49895,2894,Low
102167-4,KAGEZI,Kigoma,Kibondo,Health Center,-3.78415,30.502,11534,Very High
103335-6,KUMUHASHA,Kigoma,Kibondo,Dispensary,-3.64905,30.8362,5876,High
102604-6,KIBINGO,Kigoma,Kibondo,Dispensary,-3.7001,30.6557,3903,Moderate
102641-8,KICHANANGA,Kigoma,Kibondo,Dispensary,-3.8404,30.59007,5517,Moderate
120543-4,KUMWAMBU,Kigoma,Kibondo,Dispensary,-3.604159,30.697138,8596,High
106305-6,NENGO,Kigoma,Kibondo,Dispensary,-3.60757,30.74797,7315,High
102690-5,KIGAGA,Kigoma,Kibondo,Dispensary,-3.79527,30.53497,8470,High
110182-3,MIKONKO,Kigoma,Kibondo,Dispensary,-3.803935,30.45073,2703,Low
103329-9,KUMKUGWA,Kigoma,Kibondo,Dispensary,-3.52222,30.77493,5862,High
110190-6,MAGARAMA,Kigoma,Kibondo,Dispensary,-3.905749,30.514044,6514,High
106766-9,NYANGE,Kigoma,Kibondo,Dispensary,-3.59717,30.53944,4287,Moderate
102687-1,KIFURA,Kigoma,Kibondo,Health Center,-3.81983,30.64,15743,Very High
106805-5,NYARUGUNGA,Kigoma,Kibondo,Dispensary,-3.70885,30.47518,6835,High
103330-7,KUMSENGA,Kigoma,Kibondo,Dispensary,-3.74486,30.45266,9950,Very High
103331-5,KUMUBANGA,Kigoma,Kibondo,Dispensary,-3.6382,30.90322,2510,Low
113002-0,MP,Dar es Salaam,Kigamboni,Health Laboratory,-6.85357,39.32621,14644,Very High
122528-3,EM,Dar es Salaam,Kigamboni,Hospital,-6.85657,39.35498,1459,Very Low
111892-6,KHEIR,Dar es Salaam,Kigamboni,Dispensary,-6.876184,39.395086,5244,Moderate
107948-2,TUNDWI SONGANI,Dar es Salaam,Kigamboni,Dispensary,-7.100628,39.43264,8777,High
111903-1,TAYMA SWEET,Dar es Salaam,Kigamboni,Dispensary,-6.87085,39.31755,7504,High
112245-6,BAKWATA VIJIBWENI,Dar es Salaam,Kigamboni,Dispensary,-6.86995,39.30967,5815,Moderate
114833-7,JEK TANZANITE POLY,Dar es Salaam,Kigamboni,Clinic,-6.86237,39.360592,4994,Moderate
120767-9,QUALITAS,Dar es Salaam,Kigamboni,Hospital,-6.82874,39.31062,3328,Low
110527-9,NUNGE,Dar es Salaam,Kigamboni,Dispensary,-6.865385,39.30229,4153,Moderate
100758-2,CHEKENI MWASONGA,Dar es Salaam,Kigamboni,Dispensary,-6.987462,39.420899,7345,High
120584-8,SIMBA,Dar es Salaam,Kigamboni,Clinic,-6.836697,39.347154,17566,Very High
100632-9,BUYUNI,Dar es Salaam,Kigamboni,Dispensary,-7.128755,39.523521,3786,Low
108256-9,VIJIBWENI,Dar es Salaam,Kigamboni,Hospital,-6.85678,39.3177,14049,Very High
102623-6,KIBUGUMO,Dar es Salaam,Kigamboni,Dispensary,-6.868549,39.367586,10839,Very High
120711-7,REYKA,Dar es Salaam,Kigamboni,Clinic,-6.88463,39.33302,4561,Moderate
105046-7,MKAMBA,Dar es Salaam,Kigamboni,Dispensary,-7.032257,39.440514,5658,Moderate
121516-9,VUMILIA UKOONI,Dar es Salaam,Kigamboni,Dispensary,-6.94532,39.43151,7229,High
110613-7,ALARA,Dar es Salaam,Kigamboni,Clinic,-6.92845,39.26354,5695,Moderate
121290-1,HUSAWA,Dar es Salaam,Kigamboni,Dispensary,-6.93902,39.46333,10201,Very High
122978-0,BLUESKY SF,Dar es Salaam,Kigamboni,Health Laboratory,-6.86197,39.30781,7677,High
122276-9,TREMON,Dar es Salaam,Kigamboni,Dispensary,-6.84732,39.35393,9963,Very High
111907-2,AGA KHAN,Dar es Salaam,Kigamboni,Clinic,-6.87673,39.34119,1933,Very Low
100153-6,ARAFA KISIWANI,Dar es Salaam,Kigamboni,Dispensary,-6.843464,39.32206,10182,Very High
122320-5,SERENGETI,Dar es Salaam,Kigamboni,Dispensary,-6.89472,39.45273,7140,High
112084-9,P-CONSULTANT MEDICAL,Dar es Salaam,Kigamboni,Clinic,-6.86893,39.33329,6181,High
123739-5,ALTUS MEDICAL CARE,Dar es Salaam,Kigamboni,Dispensary,-6.86661,39.37137,5386,Moderate
123037-4,JK,Dar es Salaam,Kigamboni,Hospital,-6.82313,39.32064,8443,High
120320-7,MWASONGA MEDICAL,Dar es Salaam,Kigamboni,Dispensary,-7.00287,39.42466,5457,Moderate
101206-1,GEZAULOLE,Dar es Salaam,Kigamboni,Dispensary,-6.867308,39.414131,2286,Low
123957-3,MEDSTAR,Dar es Salaam,Kigamboni,Clinic,-6.89284,39.34217,13576,Very High
111426-3,KIMBIJI JKT,Dar es Salaam,Kigamboni,Dispensary,-7.01825,39.53258,5150,Moderate
101242-6,GOMVU,Dar es Salaam,Kigamboni,Dispensary,-6.938006,39.478616,7204,High
106036-7,MWONGOZO,Dar es Salaam,Kigamboni,Dispensary,-6.888028,39.436405,3780,Low
102567-5,KIBADA,Dar es Salaam,Kigamboni,Health Center,-6.88959,39.3389,5392,Moderate
105029-3,MJIMWEMA,Dar es Salaam,Kigamboni,Dispensary,-6.85759,39.3538,3997,Moderate
124321-1,BEN,Dar es Salaam,Kigamboni,Health Laboratory,-6.83088,39.31662,7402,High
112104-5,NAVAN,Dar es Salaam,Kigamboni,Clinic,-6.87607,39.34385,2626,Low
113004-6,MAPILI,Dar es Salaam,Kigamboni,Health Laboratory,-6.82511,39.31545,5530,Moderate
102693-9,KIGAMBONI,Dar es Salaam,Kigamboni,Health Center,-6.8274,39.311935,4041,Moderate
104664-8,MBUTU,Dar es Salaam,Kigamboni,Dispensary,-6.894937,39.482034,5677,Moderate
122940-0,JAMII KIBUGUMO,Dar es Salaam,Kigamboni,Dispensary,-6.86661,39.37137,5386,Moderate
114078-9,TARIC,Dar es Salaam,Kigamboni,Dispensary,-6.83828,39.31756,2249,Low
122990-5,ARARAT,Dar es Salaam,Kigamboni,Health Laboratory,-6.84521,39.31543,5440,Moderate
113841-1,KIJAKA,Dar es Salaam,Kigamboni,Dispensary,-7.00964,39.48574,3113,Low
106221-5,NAVY KIGAMBONI,Dar es Salaam,Kigamboni,Health Center,-6.826187,39.303564,5400,Moderate
123056-4,BAMBA MEDICAL,Dar es Salaam,Kigamboni,Dispensary,-6.88603,39.43691,3094,Low
110731-7,PEMBAMNAZI,Dar es Salaam,Kigamboni,Dispensary,-7.1637,39.50975,1279,Very Low
112057-5,KIGOGO,Dar es Salaam,Kigamboni,Dispensary,-6.90409,39.37461,5332,Moderate
120583-0,APPLE VALLEY,Dar es Salaam,Kigamboni,Clinic,-6.870913,39.34663,8834,High
114072-2,JOY LABORATORY,Dar es Salaam,Kigamboni,Health Laboratory,-6.86165,39.35436,6549,High
123492-1,NUREEN HEALTH CARE,Dar es Salaam,Kigamboni,Dispensary,-6.86627,39.31527,7211,High
114486-4,Kigamboni MC,Dar es Salaam,Kigamboni,Hospital,-6.87184,39.39552,988,Very Low
111904-9,GRETTE,Dar es Salaam,Kigamboni,Clinic,-6.85512,39.35471,4163,Moderate
110689-7,YALE YALE PUNA,Dar es Salaam,Kigamboni,Dispensary,-7.069186,39.53304,5658,Moderate
111883-5,BAKWATA TUNGI,Dar es Salaam,Kigamboni,Dispensary,-6.83703,39.31889,9663,Very High
122684-4,OPTICAL CENTRE KIGAMBONI BRANCH,Dar es Salaam,Kigamboni,Clinic,-6.87891,39.34201,4548,Moderate
120789-3,SAFE HEALTH,Dar es Salaam,Kigamboni,Health Laboratory,-6.87811,39.33613,4754,Moderate
103080-8,KISARAWE II,Dar es Salaam,Kigamboni,Dispensary,-6.923124,39.357682,10878,Very High
113840-3,TRUST HEALTHCARE,Dar es Salaam,Kigamboni,Clinic,-6.88015,39.40936,9100,Very High
111874-4,MICO GEZAULOLE MWEMBE MGAMBO,Dar es Salaam,Kigamboni,Dispensary,-6.869532,39.40123,5077,Moderate
110697-0,THE MWALIMU NYERERE MEMORIAL ACADEMY,Dar es Salaam,Kigamboni,Dispensary,-6.828135,39.300157,1930,Very Low
102905-7,KIMBIJI,Dar es Salaam,Kigamboni,Health Center,-6.990076,39.526685,10831,Very High
112698-6,SUKA MEDICAL,Dar es Salaam,Kigamboni,Clinic,-6.886037,39.436901,877,Very Low
123881-5,DAIDA,Dar es Salaam,Kigamboni,Health Laboratory,-6.89841,39.43578,11778,Very High
122905-3,ST. RITA'S,Dar es Salaam,Kigamboni,Dispensary,-6.88715,39.33849,3425,Low
